name,desc,archived_date
Screen Digital Project Manager Candidates,,2024-07-01T23:44:29.613Z
Finalize interview questions and share with folks to add comments,"[https://vandalsuidaho-my.sharepoint.com/:w:/r/personal/samm_uidaho_edu/_layouts/15/Doc.aspx?sourcedoc=%7B99423AF8-4FC8-419C-B4CA-35C6AD0DFFE8%7D&file=Digital%20Projects%20Manager%20-%20Interview%20Questions.docx&action=default&mobileredirect=true&wdsle=0](https://vandalsuidaho-my.sharepoint.com/:w:/r/personal/samm_uidaho_edu/_layouts/15/Doc.aspx?sourcedoc=%7B99423AF8-4FC8-419C-B4CA-35C6AD0DFFE8%7D&file=Digital%20Projects%20Manager%20-%20Interview%20Questions.docx&action=default&mobileredirect=true&wdsle=0 ""smartCard-inline"")",2024-07-01T18:53:35.154Z
